WineIndex,Type,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year
10642,White,Steirische Klassik Weissburgunder 2018,Austria,Südsteiermark,Weingut Erich & Walter Polz,3.6,35,13.8,2018
10643,White,Pecorino 2019,Italy,Terre di Chieti,Vanitá,3.9,35,6.25,2019
10644,White,Scharzhofberger Riesling Auslese 2018,Germany,Wiltingen,Egon Müller - Scharzhof,4.2,35,506.89,2018
10645,White,Weisser Burgunder Trocken 2017,Germany,Rheinhessen,Wittmann,3.9,35,11.51,2017
10646,White,Steffensberg 2014,Germany,Mosel,Immich-Batterieberg,3.9,35,25.24,2014
10647,White,Reserve Collection Chardonnay 2019,South Africa,Western Cape,Oude Kaap,3.4,35,5.03,2019
10648,White,Picpoul de Pinet 2017,France,Picpoul de Pinet,Mas des Mas,3.3,35,8.68,2017
10649,White,Röttgen Riesling Kabinett 2018,Germany,Mosel,Reinhard Knebel,3.9,35,16.58,2018
10650,White,Chardonnay 2019,South Africa,Western Cape,Plaisir de Merle,3.9,35,12.11,2019
10651,White,Grüner Veltliner Federspiel Pichlpoint 2018,Austria,Wachau,Domäne Wachau,3.7,35,11.21,2018
10652,White,Hermannsberg GG 2015,Germany,Nahe,Gut Hermannsberg,4.1,35,43.43,2015
10653,White,Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Kurtatsch (Cortaccia),3.6,35,9.4,2018
10654,White,Riesling Trocken 2018,Germany,Rheingau,Schloss Reinhartshausen,3.6,35,10,2018
10655,White,Vom Schiefer Riesling Feinherb 2017,Germany,Mosel,Ansgar Clüsserath,3.7,35,9.26,2017
10656,White,Sauvignon Blanc 2018,Austria,Steiermark,Erwin Sabathi,3.6,35,17.2,2018
10657,White,Colombard - Ugni Blanc 2018,France,Côtes de Gascogne,Château de Millet,3.3,35,5.5,2018
10658,White,Hermitage Le Chevalier de Sterimberg 2017,France,Hermitage,Paul Jaboulet Aîné,4.3,35,78.75,2017
10659,White,Collio Friulano 2018,Italy,Collio,Marco Felluga,3.7,35,19.48,2018
10660,White,Viura 2018,Spain,La Mancha,Finca Antigua,3.9,35,6.96,2018
10661,White,Chardonnay 2019,Italy,Venezia Giulia,Jermann,3.9,35,18.3,2019
10662,White,Vom Roten Schiefer 2018,Germany,Mosel,Clemens Busch,4.1,35,16,2018
10663,White,Gewürztraminer 2018,France,Alsace,Boeckel,3.4,35,12.95,2018
10664,White,Riesling Alsace Grand Cru 'Engelberg' 2016,France,Alsace Grand Cru 'Engelberg',Domaine Pfister,4.3,35,28.5,2016
10665,White,Josephshöfer Riesling Kabinett Feinherb 2018,Germany,Mosel,Reichsgraf von Kesselstatt,3.8,35,15.16,2018
10666,White,Poggio ai Ginepri Bianco 2017,Italy,Toscana,Tenuta Argentiera,3.6,35,18.81,2017
10667,White,Blanc de Blancs 2018,Spain,Binissalem-Mallorca,Macià Batle,3.6,35,16.95,2018
10668,White,Chardonnay 2016,Australia,McLaren Vale,Food Truck,3.3,35,8.67,2016
10669,White,Châteauneuf-du-Pape (La Crau) Blanc 2017,France,Châteauneuf-du-Pape,Domaine du Vieux Télégraphe,3.9,35,73.29,2017
10670,White,Sauvignon Blanc Ried Steinbach 2017,Austria,Südsteiermark,Lackner Tinnacher,3.8,35,43.8,2017
10671,White,Classic White Blend 2019,South Africa,Western Cape,Roodeberg,3.5,36,7.2,2019
10672,White,Traiser Rotenfels Riesling Trocken 2016,Germany,Nahe,Dr. Crusius,3.7,36,18.49,2016
10673,White,Chardonnay 2017,Austria,Niederösterreich,Weingut Bründlmayer,4.1,36,35.7,2017
10674,White,Vineyard Selection Sauvignon Blanc 2019,South Africa,Stellenbosch,Kleine Zalze,3.9,36,11.5,2019
10675,White,Pinot Grigio 2018,Italy,delle Venezie,Paladin,3.5,36,6.7,2018
10676,White,Riesling Alsace Grand Cru 'Schlossberg' 2014,France,Alsace Grand Cru 'Schlossberg',Trimbach,4,36,48.45,2014
10677,White,Lenz 2019,Italy,Südtirol - Alto Adige,Ritterhof,4,36,9.46,2019
10678,White,Ihringer Winklerberg Grauburgunder 2018,Germany,Baden,Dr. Heger,3.9,36,17.9,2018
10679,White,La Croix Boissée Chinon Blanc 2018,France,Chinon,Bernard Baudry,4.2,36,24.95,2018
10680,White,Gorgorito Verdejo 2019,Spain,Rueda,Bodegas Copaboca,3.7,36,6.73,2019
10681,White,Mercurey 'En Pierrelet' Blanc 2016,France,Mercurey,Château de Chamirey,4.1,36,38.75,2016
10682,White,Chardonnay 2019,France,Pays d'Oc,Les Jamelles,3.6,36,6.05,2019
10683,White,Pinot Grigio 2019,Italy,Südtirol - Alto Adige,Alois Lageder,3.6,36,11.5,2019
10684,White,Cordillera Reserva Especial Chardonnay 2019,Chile,Limarí Valley,Miguel Torres,3.6,36,14.99,2019
10685,White,Rully 1er Cru 'Rabourcé' 2017,France,Rully 1er Cru 'Rabourcé',Domaine Belleville,4.1,36,31,2017
10686,White,Gelber Muskateller 2018,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.9,36,13.69,2018
10687,White,Straden Grauburgunder 2018,Austria,Steiermark,Neumeister,3.9,36,14.54,2018
10688,White,Chardonnay Kleinstein 2018,Italy,Südtirol - Alto Adige,Cantina Bolzano / Kellerei Bozen,3.7,36,12.6,2018
10689,White,Singladuras Verdejo 2017,Spain,Rueda,Montecillo,3.7,36,8.72,2017
10690,White,Domaine Sainte Barbe La Perrière Viré-Clessé 2016,France,Viré-Clessé,Chaland Jean-Marie,3.7,36,20.37,2016
10691,White,Chardonnay 2019,Italy,Südtirol - Alto Adige,Terlan (Terlano),3.8,36,10.85,2019
10692,White,Free Run Sauvignon Blanc 2018,South Africa,Western Cape,Flagstone,3.6,36,14.95,2018
10693,White,Réserve Graves Blanc 2017,France,Graves,Mouton Cadet,3.4,36,14.83,2017
10694,White,Ciari Ribolla Gialla 2018,Italy,Venezia Giulia,Borgo Molino,3.6,36,10.24,2018
10695,White,Gavi del Comune di Gavi 2019,Italy,Gavi,Ascheri,3.9,36,12.85,2019
10696,White,Falanghina Salento 2018,Italy,Salento,Masseria Altemura,3.5,36,8.9,2018
10697,White,LR 2015,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),4.5,36,77.01,2015
10698,White,Pinot Bianco (Selezione) 2018,Italy,Südtirol - Alto Adige,Elena Walch,3.8,36,12.9,2018
10699,White,Isabella - Chardonnay 2018,South Africa,Stellenbosch,Muratie,3.9,36,12.83,2018
10700,White,Catarratto Sicilia Antisa Regaleali 2013,Italy,Terre Siciliane,Tasca d'Almerita,3.2,36,13.53,2013
10701,White,The River Garden Flower Collection Unwooded Chardonnay 2018,South Africa,Stellenbosch,Lourensford,3.1,36,6.99,2018
10702,White,Little James' Basket Press Blanc 2019,France,Pays d'Oc,Château de Saint Cosme,3.6,36,7.9,2019
10703,White,Piesporter Goldtröpfchen Riesling Trocken 2017,Germany,Piesport,Kurt Hain,3.8,36,16.52,2017
10704,White,Pinot Grigio (Selezione) 2019,Italy,Südtirol - Alto Adige,Elena Walch,3.7,36,12.49,2019
10705,White,Grauburgunder Trocken 2019,Germany,Rheinhessen,Manz,3.8,36,7.5,2019
10706,White,Chardonnay Sicilia 2019,Italy,Terre Siciliane,Settesoli,3.4,36,5.79,2019
10707,White,Bastei GG 2014,Germany,Nahe,Gut Hermannsberg,3.8,36,36.5,2014
10708,White,Grüner Veltliner Lamm 1 ÖTW 2018,Austria,Kamptal,Schloss Gobelsburg,4.2,36,33.8,2018
10709,White,Brauneberger Juffer Sonnenuhr Riesling Spätlese 2018,Germany,Brauneberg,Fritz Haag,4.1,36,20.5,2018
10710,White,Vintners Blend Chardonnay 2017,United States,California,Ravenswood,3.4,36,10.35,2017
10711,White,Weissburgunder Trocken 2017,Germany,Pfalz,Dr. Bürklin-Wolf,3.6,36,12.19,2017
10712,White,Shamaris (Grillo) 2019,Italy,Sicilia,Cusumano,3.6,36,7.7,2019
10713,White,Tianna Bocchoris Blanc 2018,Spain,Mallorca,Tianna Negre,4.1,36,15.59,2018
10714,White,Weissburgunder in der Låmm 2017,Italy,Vigneti delle Dolomiti,Weingut Abraham,4,36,19.82,2017
10715,White,Chardonnay 2018,France,Pays d'Oc,Les Salices,3.5,36,7.1,2018
10716,White,Gaudium Fiano di Avellino 2018,Italy,Fiano de Avellino,I Capitani,4.1,36,11.61,2018
10717,White,Melck's Sauvignon Blanc 2019,South Africa,Stellenbosch,Muratie,3.9,36,9.05,2019
10718,White,Chardonnay 2019,France,Côtes de Thongue,Domaine Montrose,3.5,36,8.69,2019
10719,White,Les Princes Abbés Muscat Alsace 2018,France,Alsace,Domaines Schlumberger,3.6,36,16.4,2018
10720,White,Handwerk Riesling 2018,Germany,Pfalz,Leiner,3.6,36,8.9,2018
10721,White,Chassagne-Montrachet 1er Cru 'Les Chaumées' 2014,France,Chassagne-Montrachet 1er Cru 'Les Chaumes',Vincent Girardin,4.3,36,65.9,2014
10722,White,Hochheimer Mainterrassen Riesling 2016,Germany,Rheingau,Künstler,3.5,36,12.55,2016
10723,White,Riesling Fructus 2019,Germany,Rheingau,Barth,4.2,36,12.53,2019
10724,White,Corte del Lupo Bianco 2018,Italy,Curtefranca,Ca' del Bosco,3.9,36,26.5,2018
10725,White,Gavi Valentino 2019,Italy,Gavi,La Scolca,3.8,36,12.49,2019
10726,White,Santigaìni 2015,Italy,Isola dei Nuraghi,Capichera,4.5,37,116,2015
10727,White,Meursault 1er Cru 'Les Charmes-Dessus' 2013,France,Meursault 1er Cru 'Charmes',Vincent Girardin,4.2,37,84.9,2013
10728,White,Greco Di Tufo Cutizzi 2019,Italy,Greco di Tufo,Feudi di San Gregorio,3.8,37,17.99,2019
10729,White,Sauvignon Blanc 2018,Spain,La Mancha,Añoranza,3.1,37,3.75,2018
10730,White,Ausstich Grüner Veltliner 2018,Austria,Weinviertel,Setzer,3.7,37,13.6,2018
10731,White,Riesling 2019,Germany,Rheinhessen,Krämer - Straight,4,37,8.49,2019
10732,White,Rjgialla 2019,Italy,Colli Orientali del Friuli,La Tunella,3.8,37,13.5,2019
10733,White,Oestricher Klosterberg Riesling Trocken 2017,Germany,Rheingau,Peter Jakob Kühn,3.9,37,23.4,2017
10734,White,Grauburgunder 2019,Germany,Pfalz,Oliver Zeter,3.8,37,8.5,2019
10735,White,Weisze Freyheit 2017,Austria,Burgenland,Heinrich,3.6,37,23.61,2017
10736,White,Trebbiano d'Abruzzo 2017,Italy,Trebbiano d'Abruzzo,Caldora,3.5,37,4.54,2017
10737,White,Petit Chablis 2018,France,Petit Chablis,Louis Michel & Fils,3.7,37,19.35,2018
10738,White,Oestricher Doosberg Alte Reben Riesling Trocken 2018,Germany,Rheingau,Spreitzer,4,37,18.84,2018
10739,White,Amstramgram Quartier Libre 2018,France,Languedoc-Roussillon,Calmel & Joseph,3.4,37,7.75,2018
10740,White,Gönnheimer Alter Satz Trocken 2018,Germany,Pfalz,Eymann,3.8,37,8.9,2018
10741,White,Bertesca Vernaccia di San Gimignano 2018,Italy,Vernaccia di San Gimignano,Castelli del Grevepesa,3.5,37,9.03,2018
10742,White,Stromberg Riesling GG 2016,Germany,Nahe,Schäfer-Fröhlich,4.2,37,42.51,2016
10743,White,Oestricher Klosterberg Riesling Trocken 2016,Germany,Rheingau,Peter Jakob Kühn,3.9,37,26.7,2016
10744,White,Westhofener Weisser Burgunder - Chardonnay Trocken 2018,Germany,Rheinhessen,Wittmann,3.8,37,19.95,2018
10745,White,Fief Guérin Vieilles Vignes Muscadet Côtes de Grandlieu Sur Lie 2018,France,Muscadet-Côtes de Grandlieu,Domaine des Herbauges,3.4,37,10.69,2018
10746,White,Côtes De Gascogne Amplitude 2018,France,Côtes de Gascogne,Domaine du Tariquet,3.4,37,9,2018
10747,White,Villa Antinori Pinot Bianco 2018,Italy,Toscana,Tenuta Monteloro,3.8,37,15.51,2018
10748,White,Bianco di Custoza 2019,Italy,Bianco di Custoza,Zenato,3.7,37,5,2019
10749,White,Iphöfer Scheurebe 2017,Germany,Franken,Hans Wirsching,3.8,37,12.19,2017
10750,White,Kirchspiel Riesling GG 2017,Germany,Rheinhessen,Groebe,4.1,37,32,2017
10751,White,Gamlitzer Sauvignon Blanc 2018,Austria,Südsteiermark,Sattlerhof,3.7,37,16.21,2018
10752,White,Chardonnay Uno 2012,Spain,Somontano,Enate,4.2,37,416.02,2012
10753,White,Gemischter Satz 2019,Austria,Wien,Zahel,3.5,37,8.8,2019
10754,White,Châteauneuf-du-Pape Blanc 2017,France,Châteauneuf-du-Pape,Domaine de Beaurenard,4,37,35,2017
10755,White,Verdejo 2016,Spain,Rueda,Reina de Castilla,4,37,9.99,2016
10756,White,Gutswein Grauburgunder (Trocken) 2018,Germany,Rheinhessen,Wagner-Stempel,3.8,37,12,2018
10757,White,Chardonnay 2018,Austria,Burgenland,Scheiblhofer,3.8,37,17.45,2018
10758,White,Ca'Nova Lugana 2018,Italy,Lugana,Cecilia Beretta,3.7,37,11.98,2018
10759,White,Langenlois Käferberg 2016,Austria,Kamptal,Loimer,4,37,31.59,2016
10760,White,101 Riesling 2018,Germany,Rheingau,Spreitzer,4,37,10,2018
10761,White,Whale Pod Sauvignon Blanc 2017,South Africa,Walker Bay,Creation,3.7,37,10,2017
10762,White,Albariño Rías Baixas 2019,Spain,Rías Baixas,Ramón Bilbao,3.6,37,11.48,2019
10763,White,Alvarinho 2017,Portugal,Tejo,Quinta da Lapa,3.8,37,8.77,2017
10764,White,Gavi 2017,Italy,Gavi,Elio Filippino,3.7,37,9.9,2017
10765,White,Chassagne-Montrachet 1er Cru Morgeot Monopole Clos de La Chapelle Blanc 2017,France,Chassagne-Montrachet 1er Cru 'Morgeot',Louis Jadot - Domaine Duc de Magenta,4.4,37,98.15,2017
10766,White,Douro Reserva Duas Quintas Branco 2018,Portugal,Douro,Ramos Pinto,3.8,37,17.44,2018
10767,White,Herrenbuck Grauburgunder 2018,Germany,Baden,Kiefer,3.9,37,7.26,2018
10768,White,Hipping Riesling 2017,Germany,Rheinhessen,Kühling-Gillot,4.4,37,42.51,2017
10769,White,Gavi del Comune di Gavi 2019,Italy,Gavi,Monchiero Carbone,3.7,38,8.99,2019
10770,White,Chardonnay 2019,Italy,Südtirol - Alto Adige,Tramin,3.6,38,8.62,2019
10771,White,Ürziger Würzgarten Riesling Auslese 2015,Germany,Mosel,Karl Erbes,4,38,16,2015
10772,White,Heldenstück Riesling Trocken 2018,Germany,Mosel,Schloss Lieser,3.7,38,14.4,2018
10773,White,Pinot Gris Grand Premier Cru 2016,Luxembourg,Côtes de Grevenmacher,Bernard-Massard,3.8,38,14.83,2016
10774,White,Corton-Charlemagne Grand Cru 2017,France,Corton-Charlemagne Grand Cru,Joseph Drouhin,4.5,38,184.23,2017
10775,White,9 Riesling 2018,Germany,Mosel,Grans-Fassian,3.8,38,8.9,2018
10776,White,Blanc de Noir Cabernet Sauvignon 2017,China,Ningxia,Château Changyu Moser XV 张裕摩塞尔十五世酒庄,3.2,38,34.8,2017
10777,White,Vigna Corvino Passerina Abruzzo 2018,Italy,Abruzzo,Contesa,3.8,38,6.32,2018
10778,White,Saarburger Rausch Riesling Auslese 2017,Germany,Mosel,Forstmeister Geltz-Zilliken,4.2,38,54.95,2017
10779,White,Wachenheimer Böhlig P.C 2016,Germany,Pfalz,Dr. Bürklin-Wolf,3.8,38,29,2016
10780,White,Sauvignon Blanc 2019,Germany,Rheinhessen,Weedenborn,4.2,38,9.91,2019
10781,White,Chenin Blanc 2018,South Africa,Stellenbosch,Fleur du Cap,3.6,38,8.75,2018
10782,White,101 Rangs Pouilly-Fumé 2016,France,Pouilly-Fumé,Château de Tracy,4.1,38,64.34,2016
10783,White,Sanct Valentin Chardonnay 2018,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.3,38,35.69,2018
10784,White,Niederhäuser Hermannshöhle Riesling Spätlese 2017,Germany,Nahe,Dönnhoff,4.1,38,29.54,2017
10785,White,Sauvignon Blanc 2018,Austria,Südsteiermark,Weingut Erich & Walter Polz,3.5,38,16.9,2018
10786,White,Graacher Himmelreich Riesling Auslese** 2015,Germany,Mosel,Markus Molitor,4.5,38,59.95,2015
10787,White,Petite Arvine 2018,Italy,Valle d'Aosta,Ottin - Viticulteur Encaveur,3.9,38,18.9,2018
10788,White,Discover Chenin Blanc - Chardonnay 2019,South Africa,Western Cape,Spier,3.6,38,5.5,2019
10789,White,Cuvée Passion Bordeaux Blanc 2016,France,Bordeaux,Château Tour de Mirambeau,3.7,38,15.5,2016
10790,White,Plăvaie 2016,Romania,Vrancea,Livia,3.3,38,5.9,2016
10791,White,Beaune du Château Premier Cru Blanc 2016,France,Beaune Premier Cru,Bouchard Père & Fils,3.9,38,38.56,2016
10792,White,Hermitage Le Chevalier de Sterimberg 2006,France,Hermitage,Paul Jaboulet Aîné,4.1,38,77.35,2006
10793,White,Villa Bürklin Cuvée Weiss 2017,Germany,Pfalz,Dr. Bürklin-Wolf,3.3,38,11.19,2017
10794,White,Grauburgunder Trocken 2017,Germany,Saale-Unstrut,Winzervereinigung Freyburg-Unstrut,3.2,38,11.26,2017
10795,White,Klaus Riesling 2017,Austria,Wachau,Prager,4.4,38,45,2017
10796,White,Frühlingsplätzchen Riesling GG 2017,Germany,Nahe,Emrich-Schönleber,4.1,38,39,2017
10797,White,Laurens Campher 2018,South Africa,Stellenbosch,Muratie,3.8,38,12.89,2018
10798,White,Toreye Ménage À Trois 2018,Germany,Pfalz,Eymann,3.6,38,14.9,2018
10799,White,Chardonnay 2019,South Africa,Robertson,Excelsior,3.8,38,6.95,2019
10800,White,Fetească Regala 2018,Romania,Transylvania,Liliac,3.6,38,12.5,2018
10801,White,Quintessenz Sauvignon 2017,Italy,Südtirol - Alto Adige,Cantina Kaltern,3.9,38,22.5,2017
10802,White,Bürgergarten Riesling 2017,Germany,Pfalz,Müller-Catoir,4,38,17.55,2017
10803,White,Hermannsberg GG 2016,Germany,Nahe,Gut Hermannsberg,4.3,38,40.57,2016
10804,White,Sauvignon Blanc Trocken 2018,Germany,Pfalz,Anselmann,3.7,38,8.19,2018
10805,White,Kabinettstück Riesling Trocken 2018,Germany,Mosel,Schloss Lieser,3.7,38,11.5,2018
10806,White,Schiefergestein Bockenauer Riesling Trocken 2018,Germany,Nahe,Schäfer-Fröhlich,3.9,38,19.91,2018
10807,White,Grüner Veltliner Kamptaler Terrassen 2019,Austria,Kamptal,Weingut Bründlmayer,3.8,38,12.32,2019
10808,White,Small Hill White 2018,Austria,Burgenland,Leo Hillinger,3.4,38,8.49,2018
10809,White,Löwengang Chardonnay 2017,Italy,Trentino-Alto Adige,Alois Lageder,4.2,38,45.9,2017
10810,White,Petrara Verdicchio di Matelica 2018,Italy,Verdicchio di Matelica,Borgo Paglianetto,3.6,38,12.2,2018
10811,White,Uhlen B Blaufüsser Lay 2017,Germany,Mosel,Heymann-Löwenstein,3.9,38,37.9,2017
10812,White,Laubenheimer St. Remigiusberg Riesling Trocken 2016,Germany,Nahe,Martin Tesch,3.7,39,15.9,2016
10813,White,Qvinterra Scheurebe Trocken 2017,Germany,Rheinhessen,Kühling-Gillot,3.8,39,13.69,2017
10814,White,Qvinterra Grauer Burgunder Trocken 2015,Germany,Rheinhessen,Kühling-Gillot,3.5,39,12.49,2015
10815,White,Kupfergrube GG 2015,Germany,Nahe,Gut Hermannsberg,4.2,39,46.69,2015
10816,White,Russiz Superiore Pinot Grigio Collio 2018,Italy,Collio,Marco Felluga,4.1,39,22.99,2018
10817,White,Frühlingsplätzchen Riesling GG 2015,Germany,Nahe,Emrich-Schönleber,4.2,39,39.9,2015
10818,White,Sauvignon Blanc Trocken 2018,Germany,Nahe,Genheimer Kiltz,3.9,39,10.28,2018
10819,White,Meursault 1er Cru 'Genevrières' Blanc 2016,France,Meursault 1er Cru 'Genevrières',Bouchard Père & Fils,4.2,39,94.57,2016
10820,White,Capitel Croce 2018,Italy,Veneto,Anselmi,3.9,39,13.48,2018
10821,White,Cicinis 2017,Italy,Collio,Attems,3.7,39,24.24,2017
10822,White,Ermitage Ex-Voto Blanc 2012,France,Hermitage,E. Guigal,4.4,39,189,2012
10823,White,1851 Reserva Chardonnay 2017,Chile,Casablanca Valley,Ochagavia,3.6,39,11.47,2017
10824,White,Sauvignon Blanc 2018,Austria,Carnuntum,Markowitsch,3.9,39,10.9,2018
10825,White,Chardonnay II 2018,Germany,Pfalz,Von Winning,3.9,39,14.5,2018
10826,White,Alvarinho 2018,Portugal,Tejo,Fiuza,3.6,39,5.75,2018
10827,White,Weisser Burgunder Trocken (Pinot Blanc Dry) 2018,Germany,Pfalz,Ökonomierat Rebholz,3.5,39,11.9,2018
10828,White,Sauvignon Blanc 2019,Germany,Rheinhessen,Peth Wetz,3.9,39,8,2019
10829,White,Sauvignon Blanc 2018,South Africa,Stellenbosch,Aaldering,4,39,19.9,2018
10830,White,Chardonnay 2017,Austria,Burgenland,Esterházy,3.4,39,9.68,2017
10831,White,Sauvignon Blanc 2017,Chile,Aconcagua Costa,Arboleda,3.7,39,18.41,2017
10832,White,Campinovi Toscana 2017,Italy,Toscana,Dievole,3.5,39,25.9,2017
10833,White,Sulzfelder Silvaner Alte Reben 2018,Germany,Franken,Zehnthof Luckert,3.7,39,16.73,2018
10834,White,Saumur Blanc 2017,France,Saumur,Langlois-Chateau,3.7,39,12.14,2017
10835,White,Grüner Veltliner Berg Vogelsang 2012,Austria,Kamptal,Weingut Bründlmayer,3.8,39,17.13,2012
10836,White,Gennen Sauvignon 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.9,39,11.6,2018
10837,White,Granée Gavi del Comune di Gavi 2019,Italy,Gavi,Batasiolo,3.8,39,10.5,2019
10838,White,Maximin Grünhäuser Bruderberg Riesling 2018,Germany,Mosel,Maximin Grünhaus,4.1,39,22.23,2018
10839,White,Leutschacher Chardonnay 2017,Austria,Südsteiermark,Erwin Sabathi,3.6,39,15.65,2017
10840,White,Sauvignon Blanc 2019,South Africa,Robertson,Excelsior,3.2,39,6.95,2019
10841,White,Coume Gineste Côtes Catalanes 2011,France,Côtes Catalanes,Gauby,3.8,39,67.26,2011
10842,White,Iphöfer Kalb Silvaner 2018,Germany,Franken,Hans Wirsching,3.7,39,12.19,2018
10843,White,Bockstein Ockfen Riesling Kabinett 2018,Germany,Ockfen,St. Urbans-Hof,3.8,39,14.9,2018
10844,White,Grüner Veltliner Federspiel Kollmitz 2018,Austria,Wachau,Domäne Wachau,3.9,39,13.16,2018
10845,White,White 2018,United States,Washington,Prayers Of Sinners & Saints,3.6,39,9.49,2018
10846,White,Branco 2018,Portugal,Lisboa,Cascas,3.6,39,5.36,2018
10847,White,Grüner Veltliner Ried Loibenberg 2016,Austria,Wachau,Pichler-Krutzler,3.9,39,32.66,2016
10848,White,Trittenheimer Apotheke Riesling Kabinett 2018,Germany,Mosel,Ansgar Clüsserath,3.9,39,13.55,2018
10849,White,Meursault 'Les Chevalières' 2017,France,Meursault,Xavier Monnot,4.2,39,62.5,2017
10850,White,Viognier 2017,Germany,Pfalz,Oliver Zeter,4.1,39,16.52,2017
10851,White,Retsina 2018,Greece,Markopoulo,Papagiannakos,3.2,39,7.2,2018
10852,White,Belvento Vermentino (I Vini Del Mare) 2019,Italy,Toscana,Petra,3.8,39,9.95,2019
10853,White,Vinha Centenária Reserva Branco 2011,Portugal,Douro,Dona Berta,4.2,39,24.27,2011
10854,White,St. Andrews Chardonnay 2016,Australia,Clare Valley,Taylors / Wakefield,3.7,39,21.82,2016
10855,White,Le Sabbie dell’Etna Bianco 2019,Italy,Etna,Firriato,3.5,39,13.57,2019
10856,White,Poggio dei Gelsi Est!Est!Est! di Montefiascone 2019,Italy,Est! Est!! Est!!! di Montefiascone,Falesco,3.8,39,8.9,2019
10857,White,Johannisberger Klaus Riesling GG 2016,Germany,Rheingau,Prinz von Hessen,4.1,39,28.17,2016
10858,White,Old Winery Chardonnay 2017,Australia,Hunter Valley,Tyrrell's,3.4,39,8.72,2017
10859,White,Villa Paulus Pouilly-Fumé 2018,France,Pouilly-Fumé,Domaine Masson-Blondelet,3.9,39,18.04,2018
10860,White,Grauer Burgunder Trocken 2016,Germany,Rheinhessen,Wittmann,3.4,39,11.4,2016
10861,White,Frauenberg Riesling GG 2017,Germany,Rheinhessen,Battenfeld Spanier,4.2,39,42.51,2017
10862,White,Castillo de Jumilla Blanco 2018,Spain,Jumilla,Bleda,3.6,40,5.79,2018
10863,White,Generations Riesling 2017,Germany,Mosel,Axel Pauly,3.9,40,9.9,2017
10864,White,Douro Coche Branco 2018,Portugal,Douro,Niepoort,4.5,40,66.29,2018
10865,White,Riesling Classic 2012,Germany,Rheingau,Schloss Reinhartshausen,3.5,40,12.49,2012
10866,White,Montiggl Riesling 2019,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4,40,13.25,2019
10867,White,Pinot Grigio Söll 2018,Italy,Trentino-Alto Adige,Cantina Kaltern,3.8,40,11.6,2018
10868,White,J² Gau-Odernheimer Riesling 2018,Germany,Rheinhessen,Becker Landgraf,4.2,40,20.96,2018
10869,White,Wiener Klassik 2018,Austria,Wien,Mayer am Pfarrplatz,3.6,40,11.99,2018
10870,White,Allgo Branco 2014,Portugal,Dão,CM,3.8,40,12.28,2014
10871,White,Chardonnay (Padstal) 2019,South Africa,Coastal Region,MAN,3.5,40,5.74,2019
10872,White,Steinterrassen 2011,Germany,Nahe,Gut Hermannsberg,3.9,40,21.4,2011
10873,White,Riesling 2016,Germany,Nahe,Korrell,3.9,40,11.69,2016
10874,White,Grillo Sicilia 2019,Italy,Terre Siciliane,Settesoli,3.6,40,5.79,2019
10875,White,Deidesheimer Herrgottsacker Riesling Trocken 2017,Germany,Pfalz,Georg Mosbacher,3.8,40,12.25,2017
10876,White,Steillage Riesling Trocken 2018,Germany,Mosel,Weinhaus Gebruder Steffen,4,40,9.95,2018
10877,White,Pinot Grigio 2018,Italy,delle Venezie,Villa Cavarena,3.6,40,8.94,2018
10878,White,Sauvignon Blanc 2018,Germany,Rheinhessen,Sander,3.9,40,9.9,2018
10879,White,Corton-Charlemagne Grand Cru 2015,France,Corton-Charlemagne Grand Cru,Domaine Henri Boillot,4.3,40,189,2015
10880,White,Stromberg Riesling GG 2017,Germany,Nahe,Schäfer-Fröhlich,4.2,40,45.84,2017
10881,White,Sauvignon Blanc 2018,South Africa,Stellenbosch,Peter Falke,3.6,40,13.95,2018
10882,White,Siglo de Oro Reserva Chardonnay 2018,Chile,Central Valley,Santa Helena,3.5,40,6.2,2018
10883,White,Faß 12 Ayler Kupp Unterstenberg Riesling 2018,Germany,Mosel,Peter Lauer,4.1,40,21.94,2018
10884,White,Mount Hermon White 2019,Israel,Galilee,Hermon,3.6,40,9.95,2019
10885,White,Amos 2017,Italy,Trentino-Alto Adige,Kurtatsch (Cortaccia),3.8,40,21.9,2017
10886,White,Les Châtillons Chablis 2015,France,Chablis,Domaine des Hâtes,4.1,40,19.43,2015
10887,White,RK Riesling 2018,Germany,Mosel,Reichsgraf von Kesselstatt,3.7,40,8.92,2018
10888,White,Chassagne-Montrachet Blanc 2016,France,Chassagne-Montrachet,Louis Jadot,4.4,40,71.39,2016
10889,White,Bernkasteler Badstube Riesling Auslese ** 2015,Germany,Mosel,Markus Molitor,4.3,40,35.09,2015
10890,White,Del Cerro Verdicchio di Matelica 2019,Italy,Verdicchio di Matelica,Belisario,3.6,40,8.33,2019
10891,White,Sand & Kalk 2015,Austria,Steiermark,Herrenhof Lamprecht,4.1,40,24.91,2015
10892,White,Klassiek Wit 2018,South Africa,Western Cape,Oude Kaap,2.8,40,3.75,2018
10893,White,Wehlener Sonnenuhr Riesling Auslese 2016,Germany,Mosel,Markus Molitor,4.1,40,76.04,2016
